Position ,Total years of experience,Seniority level,Yearly brutto salary (without bonus and stocks) in thoundsands EUR,Employment status,Contract duration,Company size,Company type,"Have you received additional monetary support from your employer due to Work From Home? If yes, how much in 2020 in EUR",Programming languages,Frameworks / Libs,Databases,Design,Clouds,Platform,DevOps tools
Mobile Developer,8,Senior,75.0,Full-time employee,Unlimited contract,1000+,Product,,,,,,,,
Software Engineer,1,Junior,57.0,Full-time employee,Unlimited contract,1000+,Retail,0,,React; ,,,,,
Software Engineer,16,Middle,65.0,Full-time employee,Unlimited contract,51-100,Consulting / Agency,0,,.NET; ,,,,,
DevOps,7,Middle,80.0,Full-time employee,Unlimited contract,1000+,Startup,,No info,No info; ,No info,No info,No info,No info,No info
Mobile Developer,8,Senior,60.0,Self-employed (freelancer),Temporary contract,0-10,Consulting / Agency,0,Swift; ,,,,,,
QA,1,Junior,11.0,,,,,,JavaScript; ,,,,,,
Software Engineer,19,Senior,87.0,Full-time employee,Unlimited contract,011-050,Startup,500,Golang; ,,,,,,
Software Engineer,10,Senior,79.0,Full-time employee,Unlimited contract,011-050,Product,,,,,,,,
Software Engineer,11,Senior,100.0,Full-time employee,Unlimited contract,1000+,Product,1000,C++; ,,,,,,
Backend Developer,12,Senior,54.0,Full-time employee,Unlimited contract,101-1000,Product,,PHP; ,,,,,,
Data Scientist,6,Senior,80.0,Full-time employee,Unlimited contract,1000+,Product,1000,Python; ,,,,,,
Data Scientist,4,Middle,60.0,Full-time employee,Unlimited contract,1000+,Ecommerce,180,Python; ,,,,,,
Mobile Developer,7,Senior,64.0,Full-time employee,Unlimited contract,51-100,Consulting / Agency,,Kotlin; ,,,,,,
Software Engineer,12,Senior,60.0,Full-time employee,Unlimited contract,1000+,Product,500,Java; ,,,,,,
Backend Developer,8,Senior,73.0,Full-time employee,Unlimited contract,51-100,Startup,,No info,No info; ,No info,No info,No info,No info,No info
Software Engineer,10,Senior,80.0,Full-time employee,Unlimited contract,1000+,Product,700,Python; ,,,,,,
Data Engineer,6,Middle,83.0,Full-time employee,Unlimited contract,1000+,Product,1500,Python; ,,,,,,
Designer (UI/UX),7,Senior,42.0,Full-time employee,Unlimited contract,1000+,Product,,No info,No info; ,No info,No info,No info,No info,No info
Data Scientist,3,Middle,68.0,Full-time employee,Unlimited contract,51-100,E-Commerce,,Python; ,,,,,,
Consultant,16,Senior,100.0,Full-time employee,Unlimited contract,1000+,Product,,Python; ,,,,,,
Software Engineer,8,Senior,80.0,Full-time employee,Unlimited contract,1000+,Product,500,TypeScript; ,,,,,,
Software Engineer,13,Junior,48.0,Full-time employee,Unlimited contract,51-100,Product,,C; ,,,,,,
Software Engineer,15,Senior,75.0,Full-time employee,Unlimited contract,101-1000,Product,0,Golang; ,,,,,,
Engineering Manager,9,Lead,85.0,Full-time employee,Unlimited contract,101-1000,Product,,Golang; ,,,,,,
Backend Developer,13,Senior,110.0,Full-time employee,Unlimited contract,101-1000,Product,400,Java; ,,,,,,
DevOps,7,Senior,70.0,Full-time employee,Unlimited contract,101-1000,Product,0,No info,No info; ,No info,No info,No info,No info,No info
Fullstack Developer,6,Senior,75.0,Full-time employee,Unlimited contract,011-050,Startup,,JavaScript; ,,,,,,
Data Engineer,9,Senior,90.0,Full-time employee,Unlimited contract,51-100,Startup,,Python; ,,,,,,
Frontend Developer,10,Senior,85.0,Full-time employee,Unlimited contract,101-1000,Product,,JavaScript; ,,,,,,
Frontend Developer,6,Senior,110.0,Full-time employee,Unlimited contract,011-050,Product,,TypeScript; ,Angular; ,,,,,
Software Engineer,10,Senior,110.0,Full-time employee,Unlimited contract,101-1000,Product,,,,,,,,
QA,8,Senior,68.0,Full-time employee,Unlimited contract,51-100,Startup,,Python; ,,,,,,
DevOps,11,Lead,93.0,Part-time employee,Unlimited contract,1000+,Product,,No info,No info; ,No info,No info,No info,No info,No info
Analytics engineer,2,Junior,45.0,Full-time employee,Unlimited contract,1000+,Product,,R; ,,,,,,
Software Engineer,15,Senior,80.0,Full-time employee,Unlimited contract,51-100,Consulting / Agency,,C#; ,,,,,,
Software Engineer,20,Senior,65.0,Full-time employee,Unlimited contract,101-1000,Startup,,PHP; ,,,,,,
IT Manager,6,Middle,65.0,Full-time employee,Unlimited contract,51-100,Consulting / Agency,,No info,No info; ,No info,No info,No info,No info,No info
QA,9,Middle,60.0,Full-time employee,Unlimited contract,1000+,Product,0,Java; ,,,,,,
Mobile Developer,5,Lead,240.0,Full-time employee,Unlimited contract,1000+,Product,0,C#; ,,,,,,
QA,1,Senior,60.0,Full-time employee,Unlimited contract,1000+,Product,250,Python; ,,,,,,
Head of IT,15,Head,80.0,Full-time employee,Unlimited contract,101-1000,Product,300,No info,No info; ,No info,No info,No info,No info,No info
Engineering Manager,20,Lead,85.0,Full-time employee,Unlimited contract,011-050,Product,500,Golang; ,,,,,,
Software Engineer,14,Senior,75.0,Full-time employee,Unlimited contract,101-1000,Consulting / Agency,,C++; ,,,,,,
Software Engineer,11,Senior,73.0,Full-time employee,Unlimited contract,101-1000,Product,,Python; ,,,,,,
Backend Developer,12,Lead,90.0,Full-time employee,Unlimited contract,011-050,Product,,Kotlin; ,,,,,,
Mobile Developer,9,Senior,80.0,Full-time employee,Unlimited contract,1000+,Product,600,,,,,,iOS; ,
Data Scientist,1,Junior,42.0,Full-time employee,Unlimited contract,0-10,Startup,,Python; ,,,,,,
Software Engineer,20,Senior,70.0,Full-time employee,Unlimited contract,101-1000,Product,500,C++; ,,,,,,
Product Manager,13,Senior,85.0,Full-time employee,Unlimited contract,101-1000,Product,,No info,No info; ,No info,No info,No info,No info,No info
QA,8,Middle,54.0,Full-time employee,Unlimited contract,101-1000,Product,,No info,No info; ,No info,No info,No info,No info,No info
Data Scientist,8,Senior,77.0,Full-time employee,Unlimited contract,1000+,Product,1700,Python; ,,,,,,
Frontend Developer,6,Senior,33.0,Full-time employee,Unlimited contract,101-1000,Product,0,JavaScript; ,,,,,,
Software Engineer,13,Middle,70.0,Full-time employee,Unlimited contract,1000+,Product,0,C++; ,,,,,,
DevOps,11,Senior,80.0,Full-time employee,Unlimited contract,101-1000,Product,,No info,No info; ,No info,No info,No info,No info,No info
Software Engineer,13,Lead,65.0,Full-time employee,Unlimited contract,51-100,Product,,C#; ,,,,,,
Software Engineer,15,Senior,85.0,Full-time employee,Unlimited contract,011-050,Product,,Java; ,,,,,,
Backend Developer,4,Senior,70.0,Full-time employee,Unlimited contract,011-050,Startup,,Golang; ,,,,,,
Software Engineer,7,Lead,80.0,Full-time employee,Unlimited contract,1000+,Product,600,Python; ,,,,,,
Software Engineer,2,Junior,60.0,Full-time employee,Unlimited contract,0-10,Consulting / Agency,,Java; ,,,,,,
Data Engineer,7,Senior,90.0,Full-time employee,Unlimited contract,101-1000,Startup,,Python; ,,,,,,
Backend Developer,18,Middle,53.0,Full-time employee,Unlimited contract,011-050,Product,,PHP; ,,,,,,
Data Scientist,5,Middle,55.0,Full-time employee,Unlimited contract,51-100,Product,,Python; ,,,,,,
Software Engineer,5,Middle,45.0,Full-time employee,Unlimited contract,0-10,Startup,0,Python; ,,,,,,
Data Engineer,11,Middle,68.0,Full-time employee,Unlimited contract,1000+,Product,0,Python; ,,,,,,
Software Engineer,2,Middle,58.0,Full-time employee,Unlimited contract,1000+,Consulting / Agency,,TypeScript; ,,,,,,
ML Engineer,15,Lead,80.0,Full-time employee,Unlimited contract,1000+,Product,0,Python; ,,,,,,
Software Engineer,12,Senior,80.0,Self-employed (freelancer),Temporary contract,,Consulting / Agency,,Java; ,,,,,,
Software Engineer,8,Senior,130.0,Full-time employee,Unlimited contract,1000+,Product,,Python; ,,,,,,
Tech recruiting,2.5,Middle,40.0,Full-time employee,Unlimited contract,101-1000,Product,,JavaScript; ,,,,,,
Data Scientist,5,Head,80.0,Full-time employee,Unlimited contract,011-050,Startup,0,Python; ,,,,,,
Software Engineer,10,Senior,75.0,Full-time employee,Unlimited contract,101-1000,Product,,ABAP; ,,,,,,
ML Engineer,5,Senior,180.0,Self-employed (freelancer),Temporary contract,0-10,Consulting / Agency,,,,,,,,
Software Engineer,10,Senior,151.872,Full-time employee,Unlimited contract,1000+,Startup,,Golang; ,,,,,,
ML Engineer,3,Middle,48.0,Full-time employee,Unlimited contract,101-1000,Product,,Python; ,,,,,,
ML Engineer,1,Junior,57.0,Full-time employee,Unlimited contract,1000+,Product,,,,,,,,
Data Scientist,11,Senior,80.0,Full-time employee,Unlimited contract,1000+,Consulting / Agency,,Python; ,,,,,,
ML Engineer,3,Middle,65.0,Full-time employee,Temporary contract,1000+,Product,0,Python; ,,,,,,
Product Manager,13,Head,90.0,Full-time employee,Unlimited contract,1000+,Product,300,No info,No info; ,No info,No info,No info,No info,No info
Mobile Developer,5,Senior,50.0,Full-time employee,Unlimited contract,011-050,Consulting / Agency,,Swift; ,,,,,,
Data Scientist,2,Junior,52.0,Full-time employee,Unlimited contract,0-10,Consulting / Agency,0,R; ,,,,,,
ML Engineer,5,Middle,51.0,Full-time employee,Unlimited contract,011-050,Startup,,Python; ,,,,,,
Software Engineer,6,Middle,52.8,Full-time employee,Unlimited contract,51-100,Consulting / Agency,0,C#; ,,,,,,
Data Scientist,1,Junior,55.0,Full-time employee,Unlimited contract,1000+,Product,0,Python; ,,,,,,
Software Engineer,12,Lead,95.0,Full-time employee,Unlimited contract,101-1000,Product,250,Java; ,,,,,,
ML Engineer,5,Senior,70.0,,,,,,Python; ,,,,,,
Data Scientist,4,Middle,61.5,Full-time employee,Unlimited contract,011-050,Consulting / Agency,0,Python; ,,,,,,
Software Engineer,4,Middle,78.0,Full-time employee,Unlimited contract,1000+,Semiconductor,,R; ,,,,,,
Backend Developer,1,Junior,42.0,Full-time employee,Unlimited contract,101-1000,Product,,Java; ,,,,,,
CTO,8,No info,150.0,Full-time employee,Unlimited contract,101-1000,Media,0,Java; ,,,,,,
Software Engineer,14,Head,84.0,Full-time employee,Unlimited contract,0-10,Product,0,TypeScript; ,,,,,,
Data Scientist,10,Lead,100.0,Full-time employee,Unlimited contract,011-050,Product,0,Python; ,,,,,,
Data Analyst,5,Middle,49.0,Full-time employee,Unlimited contract,101-1000,Product,400,R; ,,,,,,
Data Scientist,4,Junior,60.0,Full-time employee,Temporary contract,51-100,Consulting / Agency,,Python; ,,,,,,
Data Analyst,6,Middle,68.0,Full-time employee,Unlimited contract,101-1000,Product,1500,Python; ,,,,,,
Backend Developer,5,Senior,70.0,Full-time employee,Unlimited contract,101-1000,Startup,600,Java; ,,,,,,
Backend Developer,10,Senior,70.0,Full-time employee,Unlimited contract,011-050,Consulting / Agency,0,Java; ,,,,,,
Software Engineer,12,Lead,95.0,Full-time employee,Unlimited contract,101-1000,Product,250,Java; ,,,,,,
Data Analyst,1,Junior,48.0,Full-time employee,Unlimited contract,101-1000,Startup,,,,,,,,
Software Engineer,10,Lead,115.0,Full-time employee,Unlimited contract,1000+,Consulting / Agency,200,,,,,,,
Software Engineer,4,Middle,60.0,Full-time employee,Unlimited contract,101-1000,Consulting / Agency,300,Java; ,,,,,,
ML Engineer,1,Junior,49.0,Full-time employee,Unlimited contract,101-1000,Product,,Python; ,,,,,,
Frontend Developer,2,Junior,40.0,Full-time employee,Unlimited contract,101-1000,Startup,0,,React; ,,,,,
Software Engineer,14,Senior,81.5,Full-time employee,Unlimited contract,1000+,Product,460,C; ,,,,,,
Data Engineer,10,Senior,75.0,Full-time employee,Unlimited contract,101-1000,Product,,,,,,,,
DevOps,12,Lead,94.0,Full-time employee,Unlimited contract,1000+,Product,,,,,,,,Kubernetes; 
ML Engineer,4,Senior,100.0,Full-time employee,Unlimited contract,1000+,Product,,Python; ,,,,,,
QA,7,Senior,55.0,Full-time employee,Unlimited contract,101-1000,Product,500,Java; ,,,,,,
Data Scientist,,Middle,60.0,Full-time employee,Unlimited contract,101-1000,Consulting / Agency,,Python; ,,,,,,
Frontend Developer,14,Senior,80.0,Full-time employee,Unlimited contract,011-050,Product,,TypeScript; ,Angular; ,,,,,
Software Engineer,8,Senior,67.0,Full-time employee,Unlimited contract,011-050,Product,1500,C#; ,,,,,,
Backend Developer,12,Middle,56.0,Full-time employee,Unlimited contract,101-1000,Product,,PHP; ,,,,,,
Data Scientist,3,Middle,32.0,Full-time employee,Unlimited contract,011-050,Startup,,Python; ,,,,,,
ML Engineer,13,Junior,45.0,Full-time employee,Unlimited contract,51-100,Consulting / Agency,,No info,No info; ,No info,No info,No info,No info,No info
Backend Developer,5,Senior,77.0,Full-time employee,Unlimited contract,1000+,Product,40,Python; ,,,,,,
Data Scientist,2,Junior,55.0,Full-time employee,Unlimited contract,1000+,,600,,,,,,,
Software Engineer,12,Lead,95.0,Full-time employee,Unlimited contract,101-1000,Product,250,Java; ,,,,,,
Backend Developer,3,Middle,10.001,Part-time employee,Temporary contract,011-050,Consulting / Agency,,,.NET; ,,,,,
Product Manager,5,Middle,70.0,Full-time employee,Temporary contract,1000+,Product,,,,,,,,
Scrum Master,7,Lead,90.0,Full-time employee,Unlimited contract,1000+,Product,0,C++; ,,,,,,
QA,9,Senior,64.0,Full-time employee,Unlimited contract,101-1000,Consulting / Agency,,No info,No info; ,No info,No info,No info,No info,No info
Backend Developer,9,Senior,67.473,Full-time employee,Unlimited contract,101-1000,Product,,Groovy; ,No info; ,,,,,
Software Engineer,12,Lead,95.0,Full-time employee,Unlimited contract,101-1000,Product,250,Java; ,,,,,,
Head of IT,7,Head,100.0,Full-time employee,Unlimited contract,101-1000,Startup,,Python; ,,,,,,
QA,10,Lead,65.0,Full-time employee,Unlimited contract,1000+,Product,,Java; ,,,,,,
Software Engineer,16,Lead,91.0,Full-time employee,Unlimited contract,101-1000,Startup,,Ruby; ,,,,,,
Data Scientist,15,Middle,60.0,Full-time employee,Temporary contract,101-1000,Product,0,C++; ,,,,,,
SRE,10,Senior,79.0,Full-time employee,Unlimited contract,1000+,Product,0,PHP; ,,,,,,
Project Manager,12,Senior,65.0,Full-time employee,Unlimited contract,1000+,Consulting / Agency,,PHP; ,,,,,,
Project Manager,13,Senior,108.0,Full-time employee,Unlimited contract,1000+,No info,,No info,No info; ,No info,No info,No info,No info,No info
support engineer,2,Middle,45.0,Full-time employee,Unlimited contract,1000+,Startup,,Python; ,,,,,,
Frontend Developer,4,Middle,66.0,Full-time employee,Unlimited contract,101-1000,Product,,JavaScript; ,,,,,,
Software Engineer,8,Senior,75.0,Full-time employee,Unlimited contract,101-1000,Product,,,.NET; ,,,,,
Frontend Developer,6,Middle,66.5,Full-time employee,Unlimited contract,1000+,Product,160,JavaScript; ,React; ,,,,,
Backend Developer,8,Senior,64.0,Full-time employee,Unlimited contract,1000+,Product,200,Perl; ,,,,,,
Backend Developer,13,Lead,105.0,Full-time employee,Unlimited contract,011-050,Startup,,Java; ,,,,,,
Software Engineer,8,Senior,83.0,Full-time employee,Unlimited contract,1000+,Product,500,Kotlin; ,,,,,,
Software Engineer,8,Senior,52.0,Full-time employee,Unlimited contract,1000+,Consulting / Agency,,Java; ,,,,,,
Software Engineer,10,Senior,62.0,Full-time employee,Unlimited contract,1000+,,0,,.NET; ,,,,,
Data Engineer,6,Middle,74.0,Full-time employee,Unlimited contract,1000+,Product,200,Python; ,,,,,,
QA,5,Middle,56.7,Full-time employee,Unlimited contract,101-1000,Product,0,Java; ,,,,,,
Software Engineer,7,Middle,54.0,Full-time employee,Temporary contract,51-100,Startup,0,Ruby; ,,,,,,
Security engineer,7,Middle,72.0,Full-time employee,Unlimited contract,101-1000,Product,,No info,No info; ,No info,No info,No info,No info,No info
Data Scientist,8,Senior,85.0,Full-time employee,Unlimited contract,1000+,Utilities,,Python; ,,,,,,
DevOps,2,Junior,65.0,Full-time employee,Unlimited contract,1000+,Consulting / Agency,,Python; ,,,,,,
Software Engineer,12,Senior,92.0,Full-time employee,Unlimited contract,1000+,Product,,Java; ,,,,,,
Software Engineer,4,Middle,54.0,Full-time employee,Temporary contract,101-1000,No info,,JavaScript; ,,,,,,
ML Engineer,3,,90.0,,,,Startup,,No info,No info; ,No info,No info,No info,No info,No info
Frontend Developer,8,Senior,77.25,Full-time employee,Unlimited contract,101-1000,Product,600,JavaScript; ,,,,,,
Backend Developer,3,Middle,57.0,Full-time employee,Unlimited contract,51-100,Product,,Java; ,,,,,,
Software Engineer,5,Middle,60.0,Full-time employee,Unlimited contract,101-1000,Startup,0,JavaScript; ,,,,,,
Software Engineer,20,Middle,70.0,Full-time employee,Unlimited contract,1000+,Product,800,Ruby; ,,,,,,
Frontend Developer,10,Lead,80.0,Full-time employee,Unlimited contract,011-050,Startup,,JavaScript; ,,,,,,
ML Engineer,0,Junior,48.0,Full-time employee,Unlimited contract,011-050,Startup,0,Python; ,,,,,,
Software Engineer,20,Lead,74.0,Full-time employee,Unlimited contract,1000+,Finance,0,Java; ,,,,,,
Data Scientist,14,Middle,70.0,Full-time employee,Unlimited contract,1000+,Product,0,R; ,,,,,,
QA,3,Middle,55.0,Full-time employee,Unlimited contract,101-1000,Consulting / Agency,,No info,No info; ,No info,No info,No info,No info,No info
Backend Developer,2,Junior,25.0,Full-time employee,Unlimited contract,011-050,Product,,PHP; ,,,,,,
Data Scientist,2,Junior,48.0,Full-time employee,Temporary contract,51-100,Fintech,,Python; ,,,,,,
Software Engineer,6,Head,90.0,Full-time employee,Unlimited contract,1000+,Product,,C++; ,,,,,,
Data Scientist,0,Junior,58.0,Full-time employee,Unlimited contract,1000+,Handel ,,Python; ,,,,,,
Data Engineer,3,Middle,65.0,Full-time employee,Unlimited contract,101-1000,No info,,Python; ,,,,,,
Designer (UI/UX),10,Senior,50.4,Full-time employee,Unlimited contract,011-050,Consulting / Agency,0,No info,No info; ,No info,No info,No info,No info,No info
Business Analyst,7,Senior,68.5,Full-time employee,Unlimited contract,51-100,Consulting / Agency,350,,,,,,,
Software Engineer,5,Middle,69.0,Full-time employee,Unlimited contract,101-1000,Product,800,Python; ,Django; ,,,,,
QA,7,Senior,48.0,Full-time employee,Unlimited contract,51-100,Product,,Python; ,,,,,,
Software Engineer,6,Middle,58.0,Full-time employee,Unlimited contract,1000+,Product,1000,C++; ,,,,,,
Backend Developer,6,Senior,70.0,Full-time employee,Unlimited contract,1000+,Product,200,Golang; ,,,,,,
Data Scientist,6,Middle,57.0,Full-time employee,Unlimited contract,0-10,Startup,0,Python; ,,,,,,
Data Scientist,5,Senior,106.0,Full-time employee,Unlimited contract,011-050,Product,0,Python; ,,,,,,
Data Analyst,3,Senior,49.2,Full-time employee,Unlimited contract,1000+,Product,540,Python; ,,,,,,
Data Scientist,2,Senior,42.0,Full-time employee,Unlimited contract,101-1000,Consulting / Agency,,Python; ,,,,,,
CTO,22,Head,50.0,Full-time employee,Unlimited contract,51-100,Product,,Python; ,,,,,,
ML Engineer,1,Junior,43.0,Full-time employee,Unlimited contract,0-10,Startup,,Python; ,,,,,,
Data Scientist,12,Senior,77.0,Full-time employee,Unlimited contract,1000+,Startup,0,Python; ,,,,,,
Data Scientist,8,Middle,67.0,Full-time employee,Unlimited contract,1000+,Startup,,Python; ,,,,,,
Software Engineer,4,Middle,21.0,Full-time employee,Unlimited contract,51-100,Product,,JavaScript; ,,,,,,
Data Scientist,5,Senior,40.0,Full-time employee,Unlimited contract,1000+,Consulting / Agency,0,R; ,,,,,,
ML Engineer,5,Senior,64.0,Full-time employee,Unlimited contract,011-050,Startup,,Python; ,,,,,,
Manager ,6,Head,90.0,Full-time employee,Unlimited contract,1000+,Product,,C; ,,,,,,
Data Scientist,2,Junior,25.3,Full-time employee,Temporary contract,1000+,Consulting / Agency,0,,,,,,,
No info,10,Lead,80.0,Full-time employee,Unlimited contract,101-1000,Education,,Python; ,,,,,,
Backend Developer,6,Senior,85.6,Full-time employee,Unlimited contract,101-1000,Product,0,Java; ,,,,,,
Data Scientist,2,Middle,55.2,Full-time employee,Temporary contract,1000+,Product,,Python; ,,,,,,
AI,6,Head,92.0,Full-time employee,Unlimited contract,1000+,Product,,Python; ,,,,,,
Backend Developer,14,Lead,96.0,Full-time employee,Unlimited contract,1000+,Startup,0,Kotlin; ,,,,,,
Frontend Developer,10,Senior,60.0,Full-time employee,Unlimited contract,101-1000,Product,0,TypeScript; ,,,,,,
Data Scientist,12,Lead,85.0,Full-time employee,Unlimited contract,1000+,Product,240,Python; ,,,,,,
Sales,31,Head,110.0,Full-time employee,Unlimited contract,011-050,Consulting / Agency,0,,,,,,,
Software Engineer,6,Senior,90.0,Full-time employee,Unlimited contract,1000+,Product,300,Kotlin; ,,,,,,
Software Engineer,5,Junior,55.0,Full-time employee,Unlimited contract,011-050,Product,,C++; ,,,,,,
Backend Developer,15,Senior,172.0,Full-time employee,Unlimited contract,1000+,Product,,C++; ,,,,,,
Backend Developer,1,No info,14.4,Working Student,Temporary contract,0-10,Startup,0,Python; ,,,,,,
Software Engineer,8,Lead,25.0,Full-time employee,Temporary contract,011-050,Startup,0,C#; ,,,,,,
Data Scientist,4,Head,105.0,Full-time employee,Unlimited contract,011-050,Consulting / Agency,,Python; ,,,,,,
Data Scientist,2,Middle,63.0,Full-time employee,Unlimited contract,011-050,Product,,Python; ,,,,,,
DevOps,5,Middle,72.0,Full-time employee,Unlimited contract,011-050,Startup,,,,,,GCP; ,,Kubernetes; 
DevOps,14,Middle,65.0,Full-time employee,Unlimited contract,101-1000,Consulting / Agency,,PowerShell; ,,,,,,
Backend Developer,13,Senior,83.0,Full-time employee,Unlimited contract,51-100,Startup,0,Python; ,,,,,,
Data Engineer,6,Senior,200.0,Self-employed (freelancer),Temporary contract,011-050,Startup,,Java; ,,,,,,
Data Scientist,5,Lead,115.0,Full-time employee,Unlimited contract,1000+,Pharma,600,Python; ,,,,,,
Frontend Developer,6,Middle,58.0,Full-time employee,Unlimited contract,101-1000,Product,,JavaScript; ,,,,,,
Software Engineer,2,Middle,50.0,Full-time employee,Unlimited contract,1000+,Product,,Python; ,,,,,,
Backend Developer,9,Senior,75.0,Full-time employee,Unlimited contract,51-100,Startup,,Java; ,,,,,,
DevOps,11,Lead,140.0,Self-employed (freelancer),Unlimited contract,0-10,Startup,,TypeScript; ,,,,,,
Backend Developer,14,Lead,80.0,Full-time employee,Unlimited contract,101-1000,Startup,,Java; ,,,,,,
Data Engineer,4,Entry level,54.17913,"Full-time position, part-time position, & self-employed (freelancing, tutoring)",Unlimited contract,0-10,"Full-time position in Education, part-time position in at a data startup",1250.29,,Django; ,,,,,
Team Lead,10,Lead,65.0,Full-time employee,Unlimited contract,101-1000,Product,300,,,,,,,
Software Engineer,7,Senior,49.0,Full-time employee,Temporary contract,011-050,Startup,,Python; ,,,,,,
Data Scientist,2,Middle,50.0,Full-time employee,Unlimited contract,011-050,Startup,,Python; ,,,,,,
ML Engineer,6,Middle,59.0,Full-time employee,Unlimited contract,51-100,Startup,,Python; ,,,,,,
Data Scientist,5,Middle,52.5,Full-time employee,Unlimited contract,011-050,Startup,0,Python; ,,,,,,
DevOps,15,Senior,30.0,Full-time employee,Unlimited contract,0-10,Startup,,Python; ,,,,,,
Data Analyst,7,Senior,83.0,Full-time employee,Unlimited contract,101-1000,Startup,0,,,,,,,
Software Engineer,15,Senior,59.0,Full-time employee,Unlimited contract,0-10,Product,300,C#; ,,,,,,
Backend Developer,3,Middle,10.001,Self-employed (freelancer),Unlimited contract,0-10,Startup,0,PHP; ,,,,,,
Data Scientist,3,Middle,50.0,Self-employed (freelancer),Unlimited contract,101-1000,Product,0,Python; ,,,,,,
Data Scientist,5,Senior,75.0,Full-time employee,Unlimited contract,011-050,Startup,0,Python; ,,,,,,
Frontend Developer,5,Senior,54.0,Full-time employee,Unlimited contract,101-1000,Product,,JavaScript; ,,,,,,
Frontend Developer,5,Middle,58.0,Full-time employee,Unlimited contract,101-1000,Startup,,JavaScript; ,Angular; ,,,,,
ML Engineer,3,Senior,70.0,Full-time employee,Temporary contract,101-1000,Product,0,Python; ,,,,,,
Software Engineer,2,Junior,48.0,Full-time employee,Unlimited contract,101-1000,Product,,C; ,,,,,,
Software Engineer,9,Middle,88.0,Full-time employee,Unlimited contract,1000+,Product,0,C; ,,,,,,
Product Manager,5,Middle,57.75,Full-time employee,Unlimited contract,101-1000,Startup,340,No info,No info; ,No info,No info,No info,No info,No info
Software Engineer,1,Junior,45.0,Full-time employee,Unlimited contract,011-050,Product,0,C++; ,,,,,,
Data Scientist,5,Senior,75.0,Full-time employee,Unlimited contract,1000+,Bank,1500,Python; ,,,,,,
Software Engineer,9,Senior,113.0,Full-time employee,Unlimited contract,1000+,Corporation ,1800,TypeScript; ,,,,,,
Product Manager,12,Senior,74.0,Full-time employee,Unlimited contract,1000+,Product,,,NodeJS; ,,,,,
Data Engineer,7,Senior,82.0,Full-time employee,Unlimited contract,101-1000,Product,,Python; ,,,,,,
Data Scientist,10,Senior,82.0,Full-time employee,Unlimited contract,101-1000,Product,200,Python; ,,,,,,
DevOps,6,Senior,64.8,Full-time employee,Unlimited contract,011-050,Startup,1000,JavaScript; ,,,,,,Docker; 
Software Engineer,7,Senior,70.0,Full-time employee,Unlimited contract,51-100,Product,0,C; ,,,,,,
Software Engineer,16,Senior,72.0,Full-time employee,Unlimited contract,1000+,Product,,C++; ,,,,,,
Software Engineer,12,Lead,82.0,Full-time employee,Unlimited contract,1000+,Product,,JavaScript; ,,,,,,
Team Lead,10,Lead,80.0,Full-time employee,Unlimited contract,1000+,No info,,Java; ,,,,,,
Backend Developer,5,Middle,65.0,Full-time employee,Unlimited contract,1000+,Product,,Java; ,,,,,,
Software Engineer,9,Middle,77.0,Full-time employee,Unlimited contract,1000+,Product,500,Kotlin; ,,,,,,
Data Scientist,5,Senior,80.0,Full-time employee,Unlimited contract,1000+,Product,0,Python; ,,,,,,
Software Engineer,8,Senior,65.0,Full-time employee,Unlimited contract,101-1000,Consulting / Agency,,C++; ,,,,,,
Software Engineer,5,Middle,59.064,Full-time employee,Unlimited contract,51-100,Product,0,Java; ,,,,,,
Software Engineer,10,Senior,90.0,Full-time employee,Unlimited contract,1000+,Product,,Ruby; ,,,,,,
Sales,12,Senior,150.0,Full-time employee,Unlimited contract,1000+,Product,200,,,,,,,
QA,8,Senior,70.0,Full-time employee,Unlimited contract,101-1000,Product,,JavaScript; ,,,,,,
Backend Developer,5,Middle,53.5,Full-time employee,Unlimited contract,1000+,Product,,Java; ,,,,,,
Software Engineer,9,Lead,90.0,Full-time employee,Unlimited contract,011-050,Product,,No info,No info; ,No info,No info,No info,No info,No info
Software Engineer,4,Middle,75.0,Full-time employee,Unlimited contract,101-1000,Startup,,JavaScript; ,,,,,,
Product Manager,4,Senior,65.0,Full-time employee,Unlimited contract,1000+,Consulting / Agency,,No info,No info; ,No info,No info,No info,No info,No info
Software Engineer,8,,60.0,Full-time employee,Unlimited contract,101-1000,Product,,TypeScript; ,,,,,,
Software Engineer,16,Senior,62.4,Full-time employee,Unlimited contract,1000+,Product,0,,,,,,,
DevOps,8,,62.0,Full-time employee,Unlimited contract,51-100,Product,,No info,No info; ,No info,No info,No info,No info,No info
No info,1,Middle,30.0,Full-time employee,Temporary contract,0-10,Biergarten ,,,,,,,,
Software Engineer,16,Senior,90.0,Full-time employee,Unlimited contract,101-1000,Product,,,.NET; ,,,,,
Product Manager,2,No info,35.0,Working Student,Temporary contract,0-10,Startup,0,Python; ,,,,,,
Data Scientist,3,Senior,62.0,Full-time employee,Unlimited contract,1000+,Product,,Python; ,,,,,,
Frontend Developer,9,Senior,60.0,Full-time employee,Unlimited contract,1000+,Product,,JavaScript; ,,,,,,
Backend Developer,10,Middle,65.6,Full-time employee,Unlimited contract,101-1000,Product,,Java; ,,,,,,
Mobile Developer,14,Senior,80.0,Full-time employee,Unlimited contract,1000+,Product,,Java; ,,,,,,
QA,2,Middle,32.0,Full-time employee,Unlimited contract,1000+,No info,,,,,,,,
